,Unnamed: 0,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Year
68,17148,AZ,BRFSS,%,9.5,9.5,8.5,10.6,DIA,DIA01,CRDPREV,RACE,WHT,2019
69,17299,AR,NVSS,"cases per 100,000",4.6,4.6,2.9,6.8,DIA,DIA04,CRDRATE,AGE,AGE65P,2019
70,17336,AZ,BRFSS,%,9.4,9.4,8.1,10.8,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
71,17374,AZ,BRFSS,%,21.2,21.2,15.4,28.4,DIA,DIA01,CRDPREV,RACE,AIAN,2019
72,17445,AL,NVSS,"cases per 100,000",2.6,2.6,2.0,3.2,DIA,DIA04,CRDRATE,RACE,WHT,2019
73,17513,AL,BRFSS,%,14.1,14.1,12.7,15.6,DIA,DIA01,CRDPREV,SEX,SEXM,2019
74,17645,AL,NVSS,Number,129.0,129.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
75,17749,AR,PRAMS,%,11.9,11.9,9.0,15.7,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
76,17787,AL,BRFSS,%,20.1,20.1,18.2,22.1,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
77,17827,AL,NVSS,Number,1052.0,1052.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
78,17910,AZ,NVSS,Number,65.0,65.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
79,17967,AZ,NVSS,Number,3287.0,3287.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
80,17968,AL,NVSS,"cases per 100,000",79.1,79.1,75.5,82.7,DIA,DIA03,CRDRATE,SEX,SEXM,2019
81,18042,AZ,BRFSS,%,17.3,17.3,12.2,24.0,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
82,18090,AR,NVSS,Number,29.0,29.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
83,18098,AZ,NVSS,"cases per 100,000",68.0,68.0,50.1,90.1,DIA,DIA03,AGEADJRATE,RACE,MRC,2019
84,18250,AL,NVSS,Number,1874.0,1874.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
85,18638,AL,NVSS,Number,2181.0,2181.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
86,18709,AR,BRFSS,%,17.3,17.3,11.3,25.6,DIA,DIA01,AGEADJPREV,RACE,MRC,2019
87,18728,AL,NVSS,"cases per 100,000",67.1,67.1,62.6,71.6,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
88,18750,AL,PRAMS,%,8.2,8.2,3.5,18.3,DIA,DIA02,CRDPREV,RACE,HIS,2019
89,18824,AZ,NVSS,"cases per 100,000",1.3,1.3,0.8,2.0,DIA,DIA04,AGEADJRATE,RACE,HIS,2019
90,18868,AL,NVSS,"cases per 100,000",67.9,67.9,64.7,71.1,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
91,18879,AL,BRFSS,%,3.3,3.3,2.5,4.4,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
92,18971,AR,NVSS,"cases per 100,000",1.7,1.7,1.2,2.3,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
93,18998,AZ,NVSS,Number,101.0,101.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
94,19093,AZ,NVSS,"cases per 100,000",77.0,77.0,67.5,86.6,DIA,DIA03,CRDRATE,RACE,BLK,2019
95,19106,AL,NVSS,"cases per 100,000",2.3,2.3,1.9,2.8,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
96,19113,AL,NVSS,"cases per 100,000",3.8,3.8,2.8,5.0,DIA,DIA04,CRDRATE,AGE,AGE4564,2019
97,19138,AR,NVSS,Number,46.0,46.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
98,19200,AZ,NVSS,"cases per 100,000",316.4,316.4,306.7,326.0,DIA,DIA03,CRDRATE,AGE,AGE65P,2019
99,19209,AZ,NVSS,"cases per 100,000",45.1,45.1,43.2,47.0,DIA,DIA03,AGEADJRATE,SEX,SEXF,2019
100,19329,AZ,NVSS,Number,42.0,42.0,,,DIA,DIA04,NMBR,SEX,SEXF,2019
101,19401,AR,NVSS,"cases per 100,000",5.3,5.3,4.3,6.5,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
102,19475,AR,BRFSS,%,12.3,12.3,11.2,13.4,DIA,DIA01,AGEADJPREV,OVERALL,OVR,2019
103,19487,AR,NVSS,Number,557.0,557.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
104,19493,AK,BRFSS,%,6.6,6.6,5.4,8.1,DIA,DIA01,AGEADJPREV,SEX,SEXM,2019
105,19536,AR,NVSS,Number,1371.0,1371.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
106,19576,AZ,BRFSS,%,12.0,12.0,9.7,14.7,DIA,DIA01,CRDPREV,RACE,HIS,2019
107,19625,AK,NVSS,"cases per 100,000",232.6,232.6,201.3,263.8,DIA,DIA03,CRDRATE,AGE,AGE65P,2019
108,19637,AK,NVSS,Number,179.0,179.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
109,19641,AL,NVSS,Number,63.0,63.0,,,DIA,DIA04,NMBR,SEX,SEXM,2019
110,19666,AZ,NVSS,Number,175.0,175.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
111,19717,AZ,BRFSS,%,20.6,20.6,18.5,22.9,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
112,19759,AL,NVSS,Number,3290.0,3290.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
113,19767,AK,NVSS,"cases per 100,000",55.0,55.0,38.9,75.5,DIA,DIA03,AGEADJRATE,RACE,AIAN,2019
114,19941,AL,PRAMS,%,6.8,6.8,5.3,8.8,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
115,19996,AR,NVSS,"cases per 100,000",1.7,1.7,1.3,2.2,DIA,DIA04,AGEADJRATE,OVERALL,OVR,2019
116,20011,AZ,NVSS,"cases per 100,000",49.6,49.6,47.9,51.3,DIA,DIA03,AGEADJRATE,RACE,WHT,2019
117,20017,AZ,NVSS,"cases per 100,000",163.9,163.9,146.9,180.8,DIA,DIA03,AGEADJRATE,RACE,AIAN,2019
118,20040,AL,NVSS,Number,22.0,22.0,,,DIA,DIA04,NMBR,AGE,AGE0_44,2019
119,20062,AR,BRFSS,%,13.6,13.6,12.5,14.8,DIA,DIA01,CRDPREV,OVERALL,OVR,2019
120,20080,AL,NVSS,"cases per 100,000",81.1,81.1,76.2,86.0,DIA,DIA03,CRDRATE,RACE,BLK,2019
121,20122,AL,NVSS,Number,82.0,82.0,,,DIA,DIA04,NMBR,RACE,WHT,2019
122,20134,AZ,NVSS,"cases per 100,000",1.2,1.2,1.0,1.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR,2019
123,20366,AZ,NVSS,Number,101.0,101.0,,,DIA,DIA03,NMBR,RACE,ASN,2019
124,20456,AK,BRFSS,%,8.0,8.0,6.2,10.1,DIA,DIA01,CRDPREV,SEX,SEXF,2019
125,20460,AZ,NVSS,"cases per 100,000",49.7,49.7,46.9,52.6,DIA,DIA03,CRDRATE,RACE,HIS,2019
126,20463,AR,NVSS,"cases per 100,000",442.8,442.8,424.8,460.9,DIA,DIA03,CRDRATE,AGE,AGE65P,2019
127,20605,AR,BRFSS,%,8.2,8.2,4.8,13.7,DIA,DIA01,CRDPREV,RACE,HIS,2019
128,20729,AL,NVSS,"cases per 100,000",271.3,271.3,260.3,282.4,DIA,DIA03,CRDRATE,AGE,AGE65P,2019
129,20752,AZ,BRFSS,%,10.5,10.5,9.1,11.9,DIA,DIA01,CRDPREV,SEX,SEXF,2019
130,20760,AR,NVSS,Number,24.0,24.0,,,DIA,DIA04,NMBR,AGE,AGE65P,2019
131,20810,AK,NVSS,"cases per 100,000",43.7,43.7,34.5,54.5,DIA,DIA03,CRDRATE,AGE,AGE4564,2019
132,20829,AL,BRFSS,%,25.9,25.9,23.8,28.0,DIA,DIA01,CRDPREV,AGE,AGE65P,2019
133,20852,AZ,BRFSS,%,9.9,9.9,8.9,10.9,DIA,DIA01,AGEADJPREV,OVERALL,OVR,2019
134,20885,AZ,NVSS,Number,20.0,20.0,,,DIA,DIA04,NMBR,RACE,HIS,2019
135,20935,AL,NVSS,"cases per 100,000",1.7,1.7,1.3,2.3,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
136,21031,AL,NVSS,"cases per 100,000",40.6,40.6,38.4,42.8,DIA,DIA03,AGEADJRATE,SEX,SEXF,2019
137,21129,AR,NVSS,"cases per 100,000",1.8,1.8,1.2,2.6,DIA,DIA04,CRDRATE,SEX,SEXF,2019
138,21147,AZ,NVSS,Number,52.0,52.0,,,DIA,DIA03,NMBR,RACE,MRC,2019
139,21174,AL,NVSS,Number,32.0,32.0,,,DIA,DIA04,NMBR,RACE,BLK,2019
140,21266,AR,PRAMS,%,16.2,16.2,9.3,26.7,DIA,DIA02,CRDPREV,RACE,BLK,2019
141,21379,AR,NVSS,"cases per 100,000",105.4,105.4,101.8,109.1,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
142,21415,AL,BRFSS,%,12.8,12.8,11.5,14.2,DIA,DIA01,AGEADJPREV,SEX,SEXM,2019
143,21506,AZ,BRFSS,%,17.8,17.8,12.2,25.2,DIA,DIA01,CRDPREV,RACE,BLK,2019
144,21508,AR,BRFSS,%,3.9,3.9,2.8,5.4,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
145,21556,AL,NVSS,"cases per 100,000",4.6,4.6,3.8,5.4,DIA,DIA03,CRDRATE,AGE,AGE0_44,2019
146,21578,AR,NVSS,Number,2544.0,2544.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
147,21621,AK,NVSS,"cases per 100,000",45.8,45.8,40.4,51.2,DIA,DIA03,AGEADJRATE,OVERALL,OVR,2019
148,21672,AL,BRFSS,%,13.3,13.3,12.2,14.5,DIA,DIA01,CRDPREV,RACE,WHT,2019
149,21718,AR,BRFSS,%,12.5,12.5,11.1,14.1,DIA,DIA01,AGEADJPREV,SEX,SEXM,2019
150,21734,AL,NVSS,"cases per 100,000",68.1,68.1,65.3,71.0,DIA,DIA03,CRDRATE,RACE,WHT,2019
151,21803,AR,NVSS,"cases per 100,000",2.1,2.1,1.5,2.8,DIA,DIA04,CRDRATE,RACE,WHT,2019
152,21826,AZ,BRFSS,%,15.2,15.2,12.6,18.1,DIA,DIA01,AGEADJPREV,RACE,HIS,2019
153,21842,AZ,NVSS,"cases per 100,000",1.3,1.3,1.0,1.7,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
154,21869,AK,NVSS,"cases per 100,000",39.8,39.8,33.9,45.7,DIA,DIA03,AGEADJRATE,RACE,WHT,2019
155,21893,AZ,NVSS,"cases per 100,000",62.4,62.4,59.8,64.9,DIA,DIA03,CRDRATE,SEX,SEXF,2019
156,21936,AR,NVSS,"cases per 100,000",78.9,78.9,75.7,82.0,DIA,DIA03,AGEADJRATE,RACE,WHT,2019
157,21962,AZ,NVSS,"cases per 100,000",1.1,1.1,0.8,1.6,DIA,DIA04,CRDRATE,SEX,SEXF,2019
158,22224,AR,NVSS,"cases per 100,000",49.1,49.1,34.2,68.2,DIA,DIA03,AGEADJRATE,RACE,HIS,2019
159,22228,AK,NVSS,Number,213.0,213.0,,,DIA,DIA03,NMBR,AGE,AGE65P,2019
160,22234,AL,NVSS,Number,855.0,855.0,,,DIA,DIA03,NMBR,AGE,AGE4564,2019
161,22314,AZ,NVSS,Number,4140.0,4140.0,,,DIA,DIA03,NMBR,AGE,AGE65P,2019
162,22328,AL,BRFSS,%,10.9,10.9,9.9,11.9,DIA,DIA01,AGEADJPREV,RACE,WHT,2019
163,22338,AZ,NVSS,"cases per 100,000",0.9,0.9,0.5,1.3,DIA,DIA04,CRDRATE,RACE,HIS,2019
164,22451,AK,NVSS,Number,43.0,43.0,,,DIA,DIA03,NMBR,RACE,AIAN,2019
165,22549,AL,NVSS,Number,45.0,45.0,,,DIA,DIA04,NMBR,AGE,AGE65P,2019
166,22586,AZ,NVSS,Number,251.0,251.0,,,DIA,DIA03,NMBR,RACE,BLK,2019
167,22621,AR,NVSS,Number,1811.0,1811.0,,,DIA,DIA03,NMBR,SEX,SEXM,2019
168,22657,AK,NVSS,"cases per 100,000",36.0,36.0,29.7,42.3,DIA,DIA03,CRDRATE,SEX,SEXF,2019
169,22708,AZ,NVSS,Number,3553.0,3553.0,,,DIA,DIA03,NMBR,RACE,WHT,2019
170,22726,AZ,BRFSS,%,7.3,7.3,6.4,8.3,DIA,DIA01,AGEADJPREV,RACE,WHT,2019
171,22793,AL,BRFSS,%,17.0,17.0,15.2,19.0,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
172,22857,AL,NVSS,Number,115.0,115.0,,,DIA,DIA04,NMBR,OVERALL,OVR,2019
173,22966,AK,PRAMS,%,15.0,15.0,12.7,17.5,DIA,DIA02,CRDPREV,OVERALL,OVR,2019
174,23010,AR,BRFSS,%,13.3,13.3,12.1,14.6,DIA,DIA01,CRDPREV,RACE,WHT,2019
175,23208,AL,NVSS,"cases per 100,000",52.6,52.6,50.7,54.4,DIA,DIA03,AGEADJRATE,OVERALL,OVR,2019
176,23242,AZ,BRFSS,%,13.7,13.7,7.7,23.0,DIA,DIA01,AGEADJPREV,RACE,ASN,2019
177,23274,AR,NVSS,Number,93.0,93.0,,,DIA,DIA03,NMBR,AGE,AGE0_44,2019
178,23276,AK,PRAMS,%,21.5,21.5,15.0,29.8,DIA,DIA02,CRDPREV,RACE,MRC,2019
179,23325,AK,BRFSS,%,7.3,7.3,6.2,8.5,DIA,DIA01,CRDPREV,OVERALL,OVR,2019
180,23334,AR,NVSS,"cases per 100,000",2.0,2.0,1.3,2.8,DIA,DIA04,CRDRATE,SEX,SEXM,2019
181,23365,AR,NVSS,"cases per 100,000",1.9,1.9,1.4,2.4,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
182,23383,AR,BRFSS,%,19.0,19.0,16.8,21.5,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
183,23422,AZ,NVSS,Number,1149.0,1149.0,,,DIA,DIA03,NMBR,RACE,HIS,2019
184,23430,AL,NVSS,Number,2306.0,2306.0,,,DIA,DIA03,NMBR,AGE,AGE65P,2019
185,23505,AK,NVSS,"cases per 100,000",52.6,52.6,44.3,60.9,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
186,23519,AZ,BRFSS,%,10.5,10.5,9.2,11.9,DIA,DIA01,AGEADJPREV,SEX,SEXM,2019
187,23566,AL,NVSS,"cases per 100,000",0.8,0.8,0.5,1.2,DIA,DIA04,CRDRATE,AGE,AGE0_44,2019
188,23578,AZ,BRFSS,%,10.9,10.9,10.0,12.0,DIA,DIA01,CRDPREV,OVERALL,OVR,2019
189,23592,AZ,NVSS,"cases per 100,000",81.9,81.9,77.0,86.9,DIA,DIA03,AGEADJRATE,RACE,HIS,2019
190,23834,AK,BRFSS,%,10.8,10.8,8.6,13.4,DIA,DIA01,CRDPREV,AGE,AGE4564,2019
191,23875,AZ,NVSS,"cases per 100,000",132.1,132.1,118.8,145.4,DIA,DIA03,CRDRATE,RACE,AIAN,2019
192,23882,AK,PRAMS,%,14.5,14.5,7.8,25.3,DIA,DIA02,CRDPREV,RACE,HIS,2019
193,23893,AL,NVSS,"cases per 100,000",2.6,2.6,1.8,3.8,DIA,DIA04,AGEADJRATE,RACE,BLK,2019
194,23944,AL,NVSS,Number,1416.0,1416.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
195,23972,AL,BRFSS,%,14.0,14.0,13.0,14.9,DIA,DIA01,CRDPREV,OVERALL,OVR,2019
196,24022,AR,NVSS,"cases per 100,000",130.5,130.5,119.2,141.7,DIA,DIA03,AGEADJRATE,RACE,BLK,2019
197,24058,AZ,NVSS,"cases per 100,000",1.4,1.4,1.1,1.7,DIA,DIA04,CRDRATE,OVERALL,OVR,2019
198,24077,AZ,NVSS,"cases per 100,000",1.0,1.0,0.7,1.4,DIA,DIA04,AGEADJRATE,SEX,SEXF,2019
199,24093,AL,PRAMS,%,5.7,5.7,3.4,9.5,DIA,DIA02,CRDPREV,RACE,BLK,2019
200,24145,AR,BRFSS,%,16.9,16.9,9.9,27.2,DIA,DIA01,AGEADJPREV,RACE,HIS,2019
201,24234,AK,NVSS,"cases per 100,000",45.1,45.1,27.9,68.9,DIA,DIA03,CRDRATE,RACE,ASN,2019
202,24425,AL,NVSS,"cases per 100,000",1.9,1.9,1.5,2.4,DIA,DIA04,AGEADJRATE,RACE,WHT,2019
203,24452,AZ,NVSS,"cases per 100,000",76.5,76.5,74.5,78.5,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
204,24731,AR,BRFSS,%,18.0,18.0,14.8,21.6,DIA,DIA01,AGEADJPREV,RACE,BLK,2019
205,24796,AK,BRFSS,%,7.9,7.9,6.2,10.0,DIA,DIA01,AGEADJPREV,SEX,SEXF,2019
206,24810,AL,PRAMS,%,6.3,6.3,4.4,8.8,DIA,DIA02,CRDPREV,RACE,WHT,2019
207,24822,AL,NVSS,"cases per 100,000",2.7,2.7,2.0,3.4,DIA,DIA04,CRDRATE,SEX,SEXM,2019
208,24840,AR,NVSS,"cases per 100,000",18.2,18.2,13.2,24.5,DIA,DIA03,CRDRATE,RACE,HIS,2019
209,24933,AZ,BRFSS,%,3.2,3.2,2.3,4.4,DIA,DIA01,CRDPREV,AGE,AGE1844,2019
210,24945,AR,NVSS,"cases per 100,000",117.0,117.0,112.5,121.6,DIA,DIA03,CRDRATE,RACE,WHT,2019
211,25035,AK,NVSS,"cases per 100,000",41.7,41.7,37.0,46.4,DIA,DIA03,CRDRATE,OVERALL,OVR,2019
212,25236,AZ,NVSS,Number,2284.0,2284.0,,,DIA,DIA03,NMBR,SEX,SEXF,2019
213,25248,AZ,NVSS,Number,5571.0,5571.0,,,DIA,DIA03,NMBR,OVERALL,OVR,2019
214,25506,AR,NVSS,"cases per 100,000",122.2,122.2,116.6,127.9,DIA,DIA03,CRDRATE,SEX,SEXM,2019
215,25508,AR,BRFSS,%,13.6,13.6,12.1,15.4,DIA,DIA01,CRDPREV,SEX,SEXM,2019
216,25546,AK,PRAMS,%,22.1,22.1,18.2,26.7,DIA,DIA02,CRDPREV,RACE,AIAN,2019
217,25559,AR,NVSS,"cases per 100,000",82.5,82.5,79.6,85.4,DIA,DIA03,AGEADJRATE,OVERALL,OVR,2019
218,25622,AK,NVSS,"cases per 100,000",43.6,43.6,37.5,49.8,DIA,DIA03,CRDRATE,RACE,WHT,2019
219,25630,AR,PRAMS,%,16.7,16.7,8.6,29.9,DIA,DIA02,CRDPREV,RACE,HIS,2019
220,25661,AR,BRFSS,%,26.7,26.7,20.8,33.6,DIA,DIA01,AGEADJPREV,RACE,AIAN,2019
221,25729,AZ,NVSS,"cases per 100,000",75.7,75.7,73.1,78.4,DIA,DIA03,AGEADJRATE,SEX,SEXM,2019
222,25754,AK,NVSS,"cases per 100,000",52.8,52.8,31.8,82.4,DIA,DIA03,AGEADJRATE,RACE,ASN,2019
